"month","day","carrier","origin","orstate","dest","deststate","depart","delay","duration","distance"
"8","3","OH","DCA","VA","AVL","NC",862,1,66,384
"5","1","AA","DCA","VA","LGA","NY",533,0,38,214
"7","6","WN","DCA","VA","MDW","IL",386,0,93,601
"8","1","AA","DCA","VA","ORD","IL",351,0,89,612
"5","1","OH","DCA","VA","CHA","TN",1185,0,83,523
"8","4","WN","DCA","VA","ATL","GA",358,0,73,547
"4","5","F9","DCA","VA","DEN","CO",415,0,203,1476
"8","5","YX","DCA","VA","SDF","KY",855,0,77,474
"5","2","AA","DCA","VA","ORD","IL",615,0,94,612
"5","1","YX","DCA","VA","TPA","FL",526,0,119,814
"8","2","DL","DCA","VA","ATL","GA",721,0,78,547
"5","3","WN","DCA","VA","ATL","GA",981,0,81,547
"7","7","OH","DCA","VA","MHT","NH",626,0,77,406
"7","3","YX","DCA","VA","PHL","PA",1055,1,30,119
"8","2","OH","DCA","VA","STL","MO",841,0,106,719
"8","2","YX","DCA","VA","ACK","MA",611,0,61,405
"6","7","YV","DCA","VA","IAH","TX",507,0,165,1208
"4","1","DL","DCA","VA","MSP","MN",442,0,131,931
"6","5","WN","DCA","VA","STL","MO",1044,1,102,719
"8","6","OH","DCA","VA","TYS","TN",869,0,66,437
"5","7","YX","DCA","VA","PIT","PA",1252,0,39,204
"4","5","B6","DCA","VA","FLL","FL",985,0,124,899
"6","5","WN","DCA","VA","HOU","TX",371,0,151,1218
"5","2","DL","DCA","VA","ATL","GA",626,0,96,547
"5","6","YX","DCA","VA","RSW","FL",513,0,129,892
"7","1","DL","DCA","VA","MSP","MN",775,0,126,931
"6","6","YX","DCA","VA","ILM","NC",520,0,53,319
"5","7","OH","DCA","VA","TYS","TN",894,0,69,437
"7","2","UA","DCA","VA","SFO","CA",1081,0,301,2442
"7","6","WN","DCA","VA","MDW","IL",1210,1,124,601
"5","4","YX","DCA","VA","GRR","MI",1279,0,75,524
"4","7","AA","DCA","VA","MIA","FL",801,0,127,919
"6","5","OH","DCA","VA","TYS","TN",1184,0,63,437
"5","4","OH","DCA","VA","LAN","MI",900,0,67,479
"6","4","YX","DCA","VA","MVY","MA",686,0,57,383
"6","6","YX","DCA","VA","IND","IN",906,0,80,500
"6","4","DL","DCA","VA","MSP","MN",443,0,131,931
"8","3","OH","DCA","VA","PNS","FL",1236,1,106,816
"4","1","AA","DCA","VA","LGA","NY",897,0,40,214
"5","2","YX","DCA","VA","CHS","SC",559,0,67,444
"7","2","B6","DCA","VA","MCO","FL",980,0,107,759
"6","7","YX","DCA","VA","MEM","TN",1213,0,106,762
"7","7","WN","DCA","VA","TPA","FL",813,0,109,814
"7","5","AA","DCA","VA","MCO","FL",1124,1,111,759
"4","3","OH","DCA","VA","JAN","MS",1185,0,127,860
"4","3","YX","DCA","VA","IND","IN",594,0,75,500
"6","7","YX","DCA","VA","ATL","GA",1066,1,83,547
"7","3","AA","DCA","VA","TPA","FL",675,1,115,814
"6","6","B6","DCA","VA","SJU","PR",598,1,201,1554
"4","2","YX","DCA","VA","STL","MO",831,0,108,719
"4","3","YX","DCA","VA","SRQ","FL",519,0,118,851
"4","6","B6","DCA","VA","FLL","FL",982,1,170,899
"4","1","YX","DCA","VA","SYR","NY",1281,0,53,298
"6","3","YX","DCA","VA","ATL","GA",730,0,81,547
"7","1","WN","DCA","VA","FLL","FL",560,0,130,899
"6","7","YX","DCA","VA","SYR","NY",1328,0,52,298
"5","5","B6","DCA","VA","BOS","MA",574,0,72,399
"7","6","YX","DCA","VA","BOS","MA",666,0,59,399
"6","5","YX","DCA","VA","MCI","MO",1214,0,141,949
"8","1","YX","DCA","VA","SDF","KY",1180,0,76,474
"4","6","OH","DCA","VA","ECP","FL",849,1,114,769
"7","1","MQ","DCA","VA","XNA","AR",1199,0,127,963
"6","4","YX","DCA","VA","JFK","NY",366,0,44,213
"4","6","WN","DCA","VA","AUS","TX",1024,0,203,1315
"8","7","AA","DCA","VA","CLT","NC",925,0,56,331
"6","6","OH","DCA","VA","ATL","GA",513,0,80,547
"6","3","B6","DCA","VA","MCO","FL",1170,0,117,759
"5","4","UA","DCA","VA","DEN","CO",994,0,207,1476
"7","4","OH","DCA","VA","ORF","VA",1380,1,36,142
"5","2","WN","DCA","VA","STL","MO",989,1,121,719
"6","4","YX","DCA","VA","MVY","MA",652,0,61,383
"7","2","YX","DCA","VA","SAV","GA",536,0,85,519
"7","4","AA","DCA","VA","ORD","IL",875,0,97,612
"5","5","AA","DCA","VA","CLT","NC",641,0,60,331
"7","3","AA","DCA","VA","ORD","IL",364,0,95,612
"5","3","YX","DCA","VA","ATL","GA",898,0,92,547
"6","1","AA","DCA","VA","TPA","FL",516,0,110,814
"8","7","AA","DCA","VA","PHX","AZ",476,0,256,1979
"7","7","WN","DCA","VA","BNA","TN",1158,1,91,562
"6","6","OH","DCA","VA","JAX","FL",503,0,94,634
"6","3","AA","DCA","VA","LGA","NY",962,0,40,214
"8","5","WN","DCA","VA","HOU","TX",371,0,163,1218
"5","1","DL","DCA","VA","DTW","MI",673,0,69,405
"8","7","WN","DCA","VA","TPA","FL",369,0,107,814
"8","1","B6","DCA","VA","BOS","MA",921,0,58,399
"7","3","YX","DCA","VA","CAE","SC",819,0,61,408
"6","1","OH","DCA","VA","JAN","MS",1189,0,127,860
"7","4","AA","DCA","VA","BOS","MA",786,0,69,399
"4","4","WN","DCA","VA","AUS","TX",1068,0,196,1315
"5","2","YX","DCA","VA","PBI","FL",895,0,115,857
"4","1","YX","DCA","VA","EYW","FL",518,0,134,1023
"6","5","YX","DCA","VA","ILM","NC",522,0,52,319
"7","4","AA","DCA","VA","CLT","NC",922,0,63,331
"7","2","MQ","DCA","VA","DTW","MI",908,0,66,405
"7","4","B6","DCA","VA","MCO","FL",1084,1,106,759
"7","2","YX","DCA","VA","SRQ","FL",514,0,123,851
"7","2","AA","DCA","VA","MIA","FL",949,0,134,919
"4","7","WN","DCA","VA","HOU","TX",1097,1,172,1218
"4","7","OH","DCA","VA","TYS","TN",1164,0,70,437
"4","1","AA","DCA","VA","DFW","TX",786,0,168,1192
"7","5","AA","DCA","VA","LGA","NY",719,0,40,214
"8","5","AA","DCA","VA","CLT","NC",328,0,53,331
"7","6","YX","DCA","VA","JAX","FL",881,0,91,634
"7","6","OH","DCA","VA","TYS","TN",866,0,66,437
"6","7","AA","DCA","VA","BOS","MA",1196,0,68,399
"8","6","YV","DCA","VA","IAH","TX",508,0,157,1208
"5","6","AS","DCA","VA","SEA","WA",1015,0,331,2329
"7","5","DL","DCA","VA","ATL","GA",1011,0,80,547
"6","5","YX","DCA","VA","BGR","ME",1324,0,82,590
"6","3","OH","DCA","VA","PVD","RI",908,0,54,356
"7","7","B6","DCA","VA","BOS","MA",1166,0,67,399
"5","5","AA","DCA","VA","LAX","CA",513,0,301,2311
"7","7","F9","DCA","VA","DEN","CO",409,0,196,1476
"4","2","YX","DCA","VA","ATL","GA",552,0,90,547
"8","7","DL","DCA","VA","MSP","MN",1095,0,133,931
"6","3","YX","DCA","VA","HHH","SC",571,0,87,501
"6","1","YX","DCA","VA","BOS","MA",417,0,66,399
"8","5","AA","DCA","VA","TPA","FL",520,0,111,814
"6","5","DL","DCA","VA","ATL","GA",702,0,82,547
"7","2","AA","DCA","VA","RSW","FL",1061,0,133,892
"6","7","YX","DCA","VA","JFK","NY",642,0,43,213
"8","6","OH","DCA","VA","AVL","NC",626,0,64,384
"4","5","WN","DCA","VA","JAX","FL",829,0,98,634
"5","6","OH","DCA","VA","BHM","AL",512,0,91,653
"7","2","UA","DCA","VA","ORD","IL",1079,0,86,612
"8","2","YX","DCA","VA","MSY","LA",517,0,122,969
"6","4","AA","DCA","VA","LGA","NY",474,0,40,214
"7","5","DL","DCA","VA","ATL","GA",629,0,74,547
"4","5","AA","DCA","VA","DFW","TX",835,1,192,1192
"8","1","OH","DCA","VA","DAY","OH",1067,0,59,391
"8","5","YX","DCA","VA","CLE","OH",45,1,48,310
"5","6","AA","DCA","VA","LAS","NV",506,0,278,2089
"8","2","YX","DCA","VA","JFK","NY",981,0,43,213
"8","2","UA","DCA","VA","ORD","IL",405,0,97,612
"7","3","OH","DCA","VA","STL","MO",1264,1,103,719
"4","1","YX","DCA","VA","STL","MO",831,0,109,719
"8","6","YX","DCA","VA","JAX","FL",928,1,101,634
"8","4","YX","DCA","VA","DTW","MI",710,0,66,405
"6","6","AA","DCA","VA","MIA","FL",833,1,120,919
"4","2","OH","DCA","VA","MYR","SC",562,0,61,372
"7","7","MQ","DCA","VA","PWM","ME",608,0,71,482
"5","7","WN","DCA","VA","MDW","IL",962,0,89,601
"8","2","UA","DCA","VA","DEN","CO",1009,1,204,1476
"7","7","DL","DCA","VA","ATL","GA",1168,0,77,547
"4","2","OH","DCA","VA","PWM","ME",600,0,74,482
"4","6","YX","DCA","VA","IND","IN",990,0,71,500
"8","4","AA","DCA","VA","DFW","TX",417,1,204,1192
"4","4","OH","DCA","VA","OKC","OK",1189,0,191,1158
"5","7","YX","DCA","VA","MEM","TN",896,0,114,762
"5","3","OH","DCA","VA","DAY","OH",1284,1,73,391
"6","3","AA","DCA","VA","ORD","IL",997,0,89,612
"8","5","YX","DCA","VA","MSY","LA",506,0,125,969
"7","2","AA","DCA","VA","BOS","MA",1079,0,61,399
"4","7","DL","DCA","VA","DTW","MI",695,0,60,405
"7","1","YX","DCA","VA","LGA","NY",588,0,40,214
"7","5","MQ","DCA","VA","CVG","KY",1255,0,68,411
"6","5","YX","DCA","VA","SRQ","FL",515,0,121,851
"6","5","OH","DCA","VA","CMH","OH",609,0,53,323
"8","6","YX","DCA","VA","BDL","CT",909,0,52,313
"8","5","YX","DCA","VA","CAE","SC",820,0,66,408
"8","3","AA","DCA","VA","DFW","TX",1039,1,158,1192
"5","4","YV","DCA","VA","IAH","TX",353,0,190,1208
"6","5","AA","DCA","VA","TPA","FL",1212,0,112,814
"8","4","OH","DCA","VA","DSM","IA",1084,1,124,897
"6","4","OH","DCA","VA","TYS","TN",1182,0,62,437
"8","1","YX","DCA","VA","IND","IN",899,0,73,500
"5","5","OH","DCA","VA","PNS","FL",1167,0,114,816
"6","3","YX","DCA","VA","LGA","NY",423,0,42,214
"7","2","YX","DCA","VA","RDU","NC",1090,0,42,227
"4","5","AA","DCA","VA","DFW","TX",924,0,201,1192
"6","5","DL","DCA","VA","DTW","MI",1197,1,75,405
"7","3","YX","DCA","VA","CAE","SC",1212,0,61,408
"5","3","AA","DCA","VA","LGA","NY",652,0,38,214
"5","4","OH","DCA","VA","GSO","NC",902,0,46,248
"8","5","AA","DCA","VA","DFW","TX",806,0,149,1192
"5","4","OH","DCA","VA","SAV","GA",508,1,95,519
"8","7","YX","DCA","VA","ACK","MA",657,0,60,405
"6","2","B6","DCA","VA","BOS","MA",920,0,65,399
"7","1","AS","DCA","VA","LAX","CA",555,0,281,2311
"4","4","B6","DCA","VA","BOS","MA",672,0,64,399
"7","7","YX","DCA","VA","BUF","NY",1337,1,51,296
"8","7","OH","DCA","VA","LAN","MI",932,1,89,479
"6","4","AA","DCA","VA","MIA","FL",416,1,136,919
"5","7","WN","DCA","VA","HOU","TX",1009,0,166,1218
"5","7","YX","DCA","VA","ATL","GA",1187,0,93,547
"8","3","AA","DCA","VA","CHS","SC",1181,0,64,444
"6","3","AS","DCA","VA","SEA","WA",484,0,300,2329
"7","1","YX","DCA","VA","PIT","PA",1030,1,38,204
"5","7","WN","DCA","VA","AUS","TX",1065,1,204,1315
"5","7","WN","DCA","VA","MDW","IL",960,0,87,601
"5","7","OH","DCA","VA","BDL","CT",633,0,50,313
"4","3","OH","DCA","VA","ALB","NY",620,0,56,318
"7","7","YX","DCA","VA","HSV","AL",1106,1,98,613
"6","4","WN","DCA","VA","MDW","IL",929,1,87,601
"6","1","YX","DCA","VA","LGA","NY",553,0,42,214
"4","7","OH","DCA","VA","ECP","FL",494,0,105,769
"7","6","AA","DCA","VA","MCO","FL",1092,0,101,759
"6","1","AA","DCA","VA","DFW","TX",415,0,160,1192
"6","7","AA","DCA","VA","MCO","FL",1251,1,108,759
"8","7","F9","DCA","VA","DEN","CO",1055,0,204,1476
"7","3","YX","DCA","VA","BUF","NY",1325,0,56,296
"7","2","OH","DCA","VA","CAK","OH",1181,0,51,274
"7","7","DL","DCA","VA","ATL","GA",365,0,77,547
"5","5","YX","DCA","VA","ATL","GA",916,0,83,547
"7","5","YX","DCA","VA","MSY","LA",516,1,135,969
"7","4","YX","DCA","VA","RDU","NC",1311,1,54,227
"7","5","WN","DCA","VA","HOU","TX",367,0,158,1218
"6","4","YX","DCA","VA","SYR","NY",1326,0,50,298
"8","1","YX","DCA","VA","MCI","MO",1197,0,134,949
"7","4","AA","DCA","VA","BOS","MA",911,0,66,399
"7","2","OH","DCA","VA","PWM","ME",899,0,72,482
"8","4","AA","DCA","VA","CLT","NC",847,0,56,331
"6","5","DL","DCA","VA","ATL","GA",357,0,78,547
"7","5","WN","DCA","VA","FLL","FL",559,0,125,899
"7","2","OH","DCA","VA","PWM","ME",905,0,69,482
"5","1","WN","DCA","VA","OMA","NE",794,0,139,1012
"5","7","AA","DCA","VA","DFW","TX",535,0,190,1192
"8","4","YX","DCA","VA","LGA","NY",1250,1,41,214
"4","7","AA","DCA","VA","DFW","TX",1027,0,160,1192
"4","2","WN","DCA","VA","STL","MO",983,0,114,719
"8","1","MQ","DCA","VA","CMH","OH",916,0,55,323
"7","6","AA","DCA","VA","CLT","NC",1043,0,51,331
"5","7","DL","DCA","VA","SLC","UT",1045,0,256,1851
"6","3","YX","DCA","VA","SAV","GA",544,0,81,519
"8","2","AA","DCA","VA","DFW","TX",651,0,160,1192
"6","2","WN","DCA","VA","MCO","FL",894,0,104,759
"7","4","DL","DCA","VA","ATL","GA",902,0,80,547
"7","5","WN","DCA","VA","MCO","FL",475,0,102,759
"7","3","WN","DCA","VA","DAL","TX",370,0,145,1184
"7","3","MQ","DCA","VA","CVG","KY",598,0,62,411
"8","2","AA","DCA","VA","LGA","NY",472,0,39,214
"4","5","YX","DCA","VA","PVD","RI",604,0,55,356
"7","5","YX","DCA","VA","SYR","NY",595,0,46,298
"7","3","AA","DCA","VA","TPA","FL",516,1,155,814
"6","1","AA","DCA","VA","TPA","FL",1209,0,112,814
"6","6","WN","DCA","VA","MCO","FL",1129,0,93,759
"6","2","YX","DCA","VA","BOS","MA",1038,0,96,399
"4","7","DL","DCA","VA","DTW","MI",362,0,69,405
"8","4","OH","DCA","VA","ALB","NY",602,0,59,318
"7","6","AA","DCA","VA","DFW","TX",418,0,146,1192
"8","4","B6","DCA","VA","FLL","FL",1269,1,124,899
"5","3","OH","DCA","VA","PWM","ME",1279,0,74,482
"5","2","OH","DCA","VA","AGS","GA",566,0,78,468
"8","5","AA","DCA","VA","BOS","MA",1152,1,80,399
"6","7","YX","DCA","VA","PHL","PA",997,0,39,119
"8","5","AA","DCA","VA","LGA","NY",1077,0,39,214
"8","1","AA","DCA","VA","DFW","TX",1203,1,159,1192
"7","7","OH","DCA","VA","HPN","NY",608,0,58,234
"8","5","F9","DCA","VA","DEN","CO",1057,1,222,1476
"8","4","OH","DCA","VA","ALB","NY",590,0,58,318
"4","3","YX","DCA","VA","IND","IN",590,0,78,500
"4","4","YX","DCA","VA","CLT","NC",717,0,64,331
"5","2","WN","DCA","VA","OMA","NE",822,0,146,1012
"8","4","OH","DCA","VA","GSP","SC",1242,0,61,396
"5","3","OH","DCA","VA","ALB","NY",640,0,56,318
"7","5","AA","DCA","VA","ORD","IL",1055,1,94,612
"4","5","WN","DCA","VA","MDW","IL",388,0,95,601
"7","7","B6","DCA","VA","ACK","MA",692,0,62,405
"5","1","YX","DCA","VA","EWR","NJ",444,0,43,199
"4","7","AA","DCA","VA","LAX","CA",1076,0,313,2311
"7","2","YX","DCA","VA","PIT","PA",1191,0,35,204
"7","2","OH","DCA","VA","AVL","NC",846,0,60,384
"7","5","YX","DCA","VA","JFK","NY",360,0,45,213
"7","7","AA","DCA","VA","BOS","MA",1195,0,66,399
"4","3","YX","DCA","VA","GRR","MI",1275,0,84,524
"6","7","DL","DCA","VA","DTW","MI",1128,0,66,405
"6","1","YX","DCA","VA","DTW","MI",1420,1,69,405
"8","5","AA","DCA","VA","BOS","MA",713,0,58,399
"7","7","OH","DCA","VA","HPN","NY",603,0,63,234
"7","6","DL","DCA","VA","DTW","MI",1112,0,66,405
"6","3","DL","DCA","VA","DTW","MI",1064,0,64,405
"7","7","AA","DCA","VA","MCO","FL",508,0,101,759
"8","2","YX","DCA","VA","ROC","NY",906,0,55,296
"7","6","YX","DCA","VA","BDL","CT",1286,1,51,313
"8","7","AA","DCA","VA","PHX","AZ",966,0,260,1979
"8","7","B6","DCA","VA","SJU","PR",470,0,199,1554
"7","1","WN","DCA","VA","ATL","GA",987,1,80,547
"7","1","WN","DCA","VA","MDW","IL",1147,0,90,601
"6","7","OH","DCA","VA","TYS","TN",1189,0,61,437
"5","5","AA","DCA","VA","DFW","TX",934,0,166,1192
"4","4","YX","DCA","VA","IND","IN",1176,0,77,500
"5","5","OH","DCA","VA","DTW","MI",604,0,64,405
"5","3","MQ","DCA","VA","LIT","AR",1222,0,143,888
"5","4","AA","DCA","VA","BOS","MA",1041,0,66,399
"8","4","YX","DCA","VA","RDU","NC",1194,0,43,227
"7","2","AS","DCA","VA","SEA","WA",474,0,314,2329
"6","4","WN","DCA","VA","DAL","TX",1046,0,158,1184
"7","6","WN","DCA","VA","OMA","NE",1036,1,147,1012
"6","7","AA","DCA","VA","MCO","FL",504,0,102,759
"7","7","DL","DCA","VA","ATL","GA",494,0,74,547
"7","2","YX","DCA","VA","MSP","MN",612,0,129,931
"4","2","YX","DCA","VA","PBI","FL",894,0,120,857
"7","6","UA","DCA","VA","ORD","IL",403,0,91,612
"6","5","YX","DCA","VA","GRR","MI",1371,1,84,524
"7","1","OH","DCA","VA","PIT","PA",589,0,36,204
"4","4","YX","DCA","VA","MSY","LA",558,0,155,969
"8","4","OH","DCA","VA","BDL","CT",592,0,55,313
"4","1","B6","DCA","VA","BOS","MA",895,0,66,399
"8","4","YX","DCA","VA","CLT","NC",1229,1,56,331
"5","5","AA","DCA","VA","BOS","MA",743,0,70,399
"7","1","B6","DCA","VA","BOS","MA",1173,0,67,399
"4","4","AA","DCA","VA","ORD","IL",660,0,98,612
"7","7","B6","DCA","VA","MVY","MA",1049,1,63,383
"5","4","OH","DCA","VA","HSV","AL",897,1,103,613
"4","1","OH","DCA","VA","CHA","TN",1199,0,77,523
"7","4","AA","DCA","VA","CLT","NC",514,0,58,331
"4","6","UA","DCA","VA","DEN","CO",973,0,209,1476
"8","4","B6","DCA","VA","BOS","MA",1160,0,66,399
"7","6","OH","DCA","VA","CMH","OH",596,0,59,323
"7","1","B6","DCA","VA","MCO","FL",997,1,125,759
"7","6","WN","DCA","VA","STL","MO",476,0,99,719
"5","1","MQ","DCA","VA","XNA","AR",1170,0,133,963
"6","4","YV","DCA","VA","IAH","TX",902,0,160,1208
"7","2","MQ","DCA","VA","LIT","AR",1186,0,116,888
"4","7","AA","DCA","VA","LGA","NY",730,1,62,214
"5","5","OH","DCA","VA","HSV","AL",898,0,94,613
"4","4","YX","DCA","VA","ATL","GA",1258,0,79,547
"7","5","YX","DCA","VA","MSP","MN",608,0,137,931
"6","1","9E","DCA","VA","CVG","KY",660,0,66,411
"4","5","WN","DCA","VA","STL","MO",504,0,106,719
"5","2","DL","DCA","VA","ATL","GA",476,0,95,547
"4","2","WN","DCA","VA","FLL","FL",627,0,118,899
"5","4","OH","DCA","VA","BGR","ME",601,0,85,590
"8","6","YX","DCA","VA","ACK","MA",632,0,64,405
"4","4","AA","DCA","VA","MIA","FL",452,0,125,919
"7","1","DL","DCA","VA","MSP","MN",1102,0,124,931
"7","7","OH","DCA","VA","STL","MO",842,0,98,719
"4","5","AA","DCA","VA","ORD","IL",354,0,101,612
"4","6","DL","DCA","VA","ATL","GA",479,0,93,547
"7","5","YX","DCA","VA","PHL","PA",1006,0,33,119
"4","1","YX","DCA","VA","JAX","FL",899,0,101,634
"6","6","YX","DCA","VA","VPS","FL",888,0,113,789
"5","3","WN","DCA","VA","FLL","FL",652,0,116,899
"4","1","DL","DCA","VA","DTW","MI",715,1,66,405
"8","7","AS","DCA","VA","SEA","WA",1100,0,288,2329
"5","1","AA","DCA","VA","BOS","MA",746,0,70,399
"5","1","DL","DCA","VA","ATL","GA",1019,0,75,547
"6","2","AA","DCA","VA","BOS","MA",1193,0,56,399
"7","7","AA","DCA","VA","LGA","NY",712,0,44,214
"5","1","WN","DCA","VA","TPA","FL",1055,0,121,814
"4","4","OH","DCA","VA","BHM","AL",500,0,108,653
"4","6","AA","DCA","VA","LAX","CA",489,0,331,2311
"5","1","YX","DCA","VA","ATL","GA",915,0,85,547
"6","4","AA","DCA","VA","CLT","NC",923,0,57,331
"7","5","AA","DCA","VA","PHX","AZ",480,0,255,1979
"8","6","AA","DCA","VA","JFK","NY",896,0,40,213
"7","1","AS","DCA","VA","LAX","CA",549,0,277,2311
"8","3","AA","DCA","VA","BOS","MA",1196,0,60,399
"6","6","WN","DCA","VA","TPA","FL",361,0,108,814
"7","3","MQ","DCA","VA","CVG","KY",599,0,69,411
"5","7","B6","DCA","VA","FLL","FL",655,0,124,899
"5","7","B6","DCA","VA","ACK","MA",728,1,62,405
"6","6","F9","DCA","VA","DEN","CO",1152,1,197,1476
"6","1","AA","DCA","VA","MIA","FL",637,1,127,919
"8","2","WN","DCA","VA","ATL","GA",355,0,88,547
"8","7","B6","DCA","VA","SJU","PR",761,1,208,1554
"7","4","YX","DCA","VA","MEM","TN",548,0,103,762
"5","6","OH","DCA","VA","PWM","ME",912,0,72,482
"4","2","WN","DCA","VA","ATL","GA",1133,1,77,547
"8","7","YX","DCA","VA","PIT","PA",897,0,37,204
"5","4","AA","DCA","VA","BOS","MA",1282,0,69,399
"6","6","AA","DCA","VA","TPA","FL",521,0,109,814
"7","6","YX","DCA","VA","BOS","MA",415,0,58,399
"7","6","YX","DCA","VA","RSW","FL",820,0,121,892
"4","4","YX","DCA","VA","LGA","NY",938,0,40,214
"7","1","YX","DCA","VA","CLE","OH",941,0,53,310
"5","1","YX","DCA","VA","ATL","GA",1008,1,79,547
"8","1","OH","DCA","VA","ECP","FL",506,0,104,769
"6","6","AA","DCA","VA","LGA","NY",447,0,42,214
"5","7","DL","DCA","VA","ATL","GA",633,0,82,547
"8","6","OH","DCA","VA","AGS","GA",897,0,69,468
"7","6","YX","DCA","VA","JFK","NY",735,1,44,213
"5","5","OH","DCA","VA","HSV","AL",894,0,82,613
"8","6","YX","DCA","VA","LGA","NY",434,0,38,214
"7","7","UA","DCA","VA","SFO","CA",1088,0,301,2442
"6","3","YX","DCA","VA","DSM","IA",1310,0,122,897
"7","5","OH","DCA","VA","ALB","NY",591,0,55,318
"5","3","YV","DCA","VA","IAH","TX",357,0,187,1208
"7","5","YX","DCA","VA","LGA","NY",808,0,38,214
"5","7","YX","DCA","VA","IND","IN",1175,0,77,500
"6","2","YX","DCA","VA","ATL","GA",733,0,84,547
"5","2","WN","DCA","VA","MKE","WI",781,0,102,634
"4","4","OH","DCA","VA","HSV","AL",511,0,93,613
"5","1","YX","DCA","VA","JFK","NY",573,0,40,213
"6","7","YV","DCA","VA","IAH","TX",357,0,156,1208
"5","7","YX","DCA","VA","CMH","OH",1245,0,54,323
"5","6","DL","DCA","VA","JFK","NY",1034,0,43,213
"8","7","OH","DCA","VA","SYR","NY",606,0,48,298
"4","5","OH","DCA","VA","MGM","AL",1179,0,110,693
"8","3","DL","DCA","VA","DTW","MI",1236,1,65,405
"6","7","AA","DCA","VA","DFW","TX",649,0,160,1192
"6","4","YX","DCA","VA","LGA","NY",1317,0,43,214
"6","1","YX","DCA","VA","ROC","NY",1345,0,51,296
"6","3","AA","DCA","VA","DFW","TX",940,0,174,1192
"8","2","AA","DCA","VA","ORD","IL",870,0,97,612
"6","7","AA","DCA","VA","PBI","FL",507,0,114,857
"8","1","OH","DCA","VA","ATL","GA",1197,0,83,547
"4","5","YX","DCA","VA","BUF","NY",1276,0,52,296
"7","1","AA","DCA","VA","MIA","FL",1391,1,137,919
"8","7","DL","DCA","VA","ATL","GA",421,0,73,547
"6","2","YX","DCA","VA","ILM","NC",527,1,57,319
"4","6","AA","DCA","VA","RSW","FL",889,0,135,892
"4","7","OH","DCA","VA","PWM","ME",915,0,70,482
"7","5","AA","DCA","VA","CLT","NC",1136,1,49,331
"8","3","DL","DCA","VA","ATL","GA",419,0,81,547
"5","4","OH","DCA","VA","VPS","FL",513,0,133,789
"8","3","YX","DCA","VA","RDU","NC",828,0,43,227
"6","4","YX","DCA","VA","PIT","PA",904,1,41,204
"5","6","OH","DCA","VA","JAX","FL",532,0,99,634
"6","5","OH","DCA","VA","VPS","FL",516,0,107,789
"5","4","AS","DCA","VA","PDX","OR",1131,0,304,2350
"6","5","OO","DCA","VA","MSP","MN",778,0,124,931
"7","5","YX","DCA","VA","PNS","FL",560,0,117,816
"7","2","YX","DCA","VA","SAV","GA",535,0,83,519
"6","2","YX","DCA","VA","DSM","IA",1317,0,136,897
"4","7","OH","DCA","VA","PWM","ME",1295,1,71,482
"6","6","AA","DCA","VA","ORD","IL",596,0,85,612
"7","2","YX","DCA","VA","CAE","SC",1184,0,61,408
"6","7","YX","DCA","VA","BGR","ME",1358,1,77,590
"8","3","WN","DCA","VA","ATL","GA",960,0,80,547
"6","4","AA","DCA","VA","MIA","FL",1115,1,129,919
"7","6","AA","DCA","VA","LAX","CA",525,0,292,2311
"8","1","AA","DCA","VA","DFW","TX",411,0,162,1192
"8","2","AS","DCA","VA","SEA","WA",1027,0,316,2329
"5","4","OH","DCA","VA","DAY","OH",1399,1,59,391
"6","5","YX","DCA","VA","GSP","SC",745,0,69,396
"5","3","DL","DCA","VA","MSP","MN",1076,0,132,931
"4","2","YX","DCA","VA","MSY","LA",640,1,137,969
"7","4","OH","DCA","VA","CHA","TN",1190,0,76,523
"4","1","YX","DCA","VA","MSY","LA",554,0,131,969
"8","2","OH","DCA","VA","ATL","GA",1312,1,75,547
"7","2","WN","DCA","VA","HOU","TX",362,0,160,1218
"8","4","OH","DCA","VA","MGM","AL",1241,0,101,693
"8","4","AS","DCA","VA","SFO","CA",1031,0,307,2442
"5","5","OH","DCA","VA","RDU","NC",896,0,41,227
"4","7","AA","DCA","VA","MCO","FL",894,0,120,759
"5","2","AA","DCA","VA","DFW","TX",414,0,178,1192
"4","2","DL","DCA","VA","DTW","MI",1104,0,70,405
"4","1","OH","DCA","VA","CLE","OH",589,0,55,310
"5","7","B6","DCA","VA","RSW","FL",916,0,121,892
"6","2","MQ","DCA","VA","CMH","OH",910,0,50,323
"6","7","YX","DCA","VA","EYW","FL",511,0,146,1023
"7","7","MQ","DCA","VA","DTW","MI",920,0,74,405
"4","4","AA","DCA","VA","LGA","NY",894,0,44,214
"6","5","OH","DCA","VA","VPS","FL",519,0,103,789
"8","5","YX","DCA","VA","ACK","MA",897,0,60,405
"8","2","WN","DCA","VA","BNA","TN",802,0,76,562
"6","5","WN","DCA","VA","JAX","FL",812,0,85,634
"5","2","AA","DCA","VA","PHX","AZ",480,0,265,1979
"5","6","WN","DCA","VA","DAL","TX",919,0,182,1184
"7","3","F9","DCA","VA","DEN","CO",412,0,190,1476
"6","1","OH","DCA","VA","ECP","FL",819,0,109,769
"6","2","B6","DCA","VA","BOS","MA",1094,0,61,399
"5","1","B6","DCA","VA","SJU","PR",608,1,194,1554
"7","6","OH","DCA","VA","MYR","SC",829,0,59,372
"6","3","DL","DCA","VA","ATL","GA",422,0,86,547
"6","7","YX","DCA","VA","ORD","IL",1057,0,93,612
