month,day,carrier,origin,orstate,dest,deststate,depart,delay,duration,distance
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,484,0,313,2329
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,1011,0,296,2329
April,Monday,Alaska Airlines,DCA,VA,LAX,CA,547,0,320,2311
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,469,0,314,2329
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,1010,0,299,2329
April,Tuesday,Alaska Airlines,DCA,VA,LAX,CA,536,0,314,2311
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,465,0,313,2329
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,1015,0,310,2329
April,Wednesday,Alaska Airlines,DCA,VA,LAX,CA,539,0,334,2311
April,Thursday,Alaska Airlines,DCA,VA,SEA,WA,476,0,295,2329
April,Thursday,Alaska Airlines,DCA,VA,SEA,WA,1018,0,299,2329
April,Friday,Alaska Airlines,DCA,VA,SEA,WA,476,0,303,2329
April,Friday,Alaska Airlines,DCA,VA,SEA,WA,1031,0,293,2329
April,Saturday,Alaska Airlines,DCA,VA,SEA,WA,471,0,301,2329
April,Saturday,Alaska Airlines,DCA,VA,SEA,WA,1020,0,298,2329
April,Saturday,Alaska Airlines,DCA,VA,LAX,CA,535,0,324,2311
April,Sunday,Alaska Airlines,DCA,VA,SEA,WA,470,0,321,2329
April,Sunday,Alaska Airlines,DCA,VA,SEA,WA,1019,0,325,2329
April,Sunday,Alaska Airlines,DCA,VA,LAX,CA,542,0,324,2311
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,476,0,323,2329
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,1018,0,309,2329
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,470,0,325,2329
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,1026,0,307,2329
April,Tuesday,Alaska Airlines,DCA,VA,LAX,CA,543,0,328,2311
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,473,0,291,2329
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,1022,0,301,2329
April,Wednesday,Alaska Airlines,DCA,VA,LAX,CA,532,0,342,2311
April,Thursday,Alaska Airlines,DCA,VA,SEA,WA,472,0,301,2329
April,Thursday,Alaska Airlines,DCA,VA,SEA,WA,1036,0,321,2329
April,Thursday,Alaska Airlines,DCA,VA,LAX,CA,544,0,319,2311
April,Friday,Alaska Airlines,DCA,VA,SEA,WA,474,0,324,2329
April,Friday,Alaska Airlines,DCA,VA,SEA,WA,1015,0,323,2329
April,Friday,Alaska Airlines,DCA,VA,LAX,CA,542,0,316,2311
April,Saturday,Alaska Airlines,DCA,VA,SEA,WA,1031,0,332,2329
April,Saturday,Alaska Airlines,DCA,VA,LAX,CA,551,0,319,2311
April,Sunday,Alaska Airlines,DCA,VA,SEA,WA,1016,0,334,2329
April,Sunday,Alaska Airlines,DCA,VA,LAX,CA,540,0,314,2311
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,479,0,329,2329
April,Monday,Alaska Airlines,DCA,VA,SEA,WA,1016,0,318,2329
April,Monday,Alaska Airlines,DCA,VA,LAX,CA,539,0,332,2311
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,478,0,327,2329
April,Tuesday,Alaska Airlines,DCA,VA,SEA,WA,1117,0,319,2329
April,Tuesday,Alaska Airlines,DCA,VA,LAX,CA,544,0,324,2311
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,470,0,333,2329
April,Wednesday,Alaska Airlines,DCA,VA,SEA,WA,1015,0,339,2329
April,Wednesday,Alaska Airlines,DCA,VA,LAX,CA,540,0,307,2311
April,Thursday,Alaska Airlines,DCA,VA,SEA,WA,477,0,330,2329
April,Thursday,Alaska Airlines,DCA,VA,LAX,CA,537,0,293,2311
April,Friday,Alaska Airlines,DCA,VA,SEA,WA,1020,0,348,2329
April,Friday,Alaska Airlines,DCA,VA,LAX,CA,545,0,290,2311
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,832,0,77,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,362,0,69,405
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,669,0,79,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,353,0,72,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,1124,0,68,405
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,473,0,74,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,692,0,69,405
April,Monday,Delta Airlines,DCA,VA,LAX,CA,1050,0,309,2311
April,Monday,Delta Airlines,DCA,VA,ATL,GA,995,0,75,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,1157,0,83,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,418,0,91,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,997,0,93,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,1183,0,91,547
April,Sunday,Delta Airlines,DCA,VA,MSP,MN,1075,0,133,931
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,874,0,91,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,624,0,89,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,1101,0,70,405
April,Sunday,Delta Airlines,DCA,VA,JFK,NY,1026,0,50,213
April,Sunday,Delta Airlines,DCA,VA,MSP,MN,903,0,128,931
April,Sunday,Delta Airlines,DCA,VA,SLC,UT,1016,0,250,1851
April,Sunday,Delta Airlines,DCA,VA,MSP,MN,446,0,132,931
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,355,0,64,405
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,1006,0,67,405
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,715,0,91,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,359,0,93,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,480,0,91,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,678,0,67,405
April,Monday,Delta Airlines,DCA,VA,LAX,CA,1055,0,312,2311
April,Monday,Delta Airlines,DCA,VA,ATL,GA,426,0,91,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,991,0,83,547
April,Monday,Delta Airlines,DCA,VA,MSP,MN,1079,0,137,931
April,Monday,Delta Airlines,DCA,VA,ATL,GA,871,0,83,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,622,0,84,547
April,Monday,Delta Airlines,DCA,VA,JFK,NY,1029,0,48,213
April,Monday,Delta Airlines,DCA,VA,MSP,MN,902,0,138,931
April,Monday,Delta Airlines,DCA,VA,SLC,UT,1014,0,260,1851
April,Monday,Delta Airlines,DCA,VA,MSP,MN,442,0,131,931
April,Monday,Delta Airlines,DCA,VA,DTW,MI,356,0,64,405
April,Monday,Delta Airlines,DCA,VA,DTW,MI,1008,0,75,405
April,Monday,Delta Airlines,DCA,VA,ATL,GA,716,0,84,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,358,0,88,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,489,0,88,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,707,0,67,405
April,Tuesday,Delta Airlines,DCA,VA,LAX,CA,1050,0,312,2311
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,419,0,91,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,994,0,82,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,875,0,82,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,626,0,85,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,1098,0,74,405
April,Tuesday,Delta Airlines,DCA,VA,JFK,NY,1032,0,48,213
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,905,0,137,931
April,Tuesday,Delta Airlines,DCA,VA,SLC,UT,1013,0,262,1851
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,442,0,136,931
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,380,0,71,405
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,712,0,84,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,359,0,88,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,479,0,90,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,678,0,70,405
April,Wednesday,Delta Airlines,DCA,VA,LAX,CA,1053,0,328,2311
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,419,0,87,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,994,0,88,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,1184,0,93,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,879,0,88,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,622,0,86,547
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,1105,0,69,405
April,Wednesday,Delta Airlines,DCA,VA,JFK,NY,1027,0,38,213
April,Wednesday,Delta Airlines,DCA,VA,MSP,MN,910,0,128,931
April,Wednesday,Delta Airlines,DCA,VA,SLC,UT,1012,0,252,1851
April,Wednesday,Delta Airlines,DCA,VA,MSP,MN,443,0,133,931
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,352,0,65,405
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,714,0,89,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,358,0,86,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,477,0,88,547
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,680,0,65,405
April,Thursday,Delta Airlines,DCA,VA,LAX,CA,1049,0,323,2311
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,420,0,88,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,995,0,83,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,1177,0,85,547
April,Thursday,Delta Airlines,DCA,VA,MSP,MN,1075,0,137,931
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,872,0,82,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,624,0,84,547
April,Monday,Delta Airlines,DCA,VA,MSP,MN,1127,0,142,931
April,Monday,Delta Airlines,DCA,VA,SLC,UT,1010,0,259,1851
April,Monday,Delta Airlines,DCA,VA,MSP,MN,445,0,136,931
April,Monday,Delta Airlines,DCA,VA,ATL,GA,838,0,76,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,358,0,69,405
April,Monday,Delta Airlines,DCA,VA,ATL,GA,673,0,75,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,363,0,76,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,1119,0,66,405
April,Monday,Delta Airlines,DCA,VA,ATL,GA,472,0,76,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,689,0,71,405
April,Tuesday,Delta Airlines,DCA,VA,LAX,CA,1039,0,303,2311
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,413,0,78,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,991,0,77,547
April,Tuesday,Delta Airlines,DCA,VA,SLC,UT,1011,0,250,1851
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,442,0,132,931
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,833,0,79,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,359,0,74,405
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,666,0,78,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,359,0,76,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,1104,0,65,405
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,478,0,76,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,693,0,67,405
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,413,0,78,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,1000,0,79,547
April,Wednesday,Delta Airlines,DCA,VA,SLC,UT,1013,0,246,1851
April,Wednesday,Delta Airlines,DCA,VA,MSP,MN,442,0,128,931
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,830,0,77,547
April,Saturday,Delta Airlines,DCA,VA,SLC,UT,1005,0,253,1851
April,Saturday,Delta Airlines,DCA,VA,MSP,MN,441,0,137,931
April,Saturday,Delta Airlines,DCA,VA,ATL,GA,837,0,82,547
April,Saturday,Delta Airlines,DCA,VA,DTW,MI,360,0,66,405
April,Saturday,Delta Airlines,DCA,VA,ATL,GA,689,0,87,547
April,Saturday,Delta Airlines,DCA,VA,ATL,GA,352,0,85,547
April,Saturday,Delta Airlines,DCA,VA,ATL,GA,483,0,85,547
April,Saturday,Delta Airlines,DCA,VA,DTW,MI,773,0,67,405
April,Sunday,Delta Airlines,DCA,VA,LAX,CA,1041,0,312,2311
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,414,0,87,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,991,0,82,547
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,1156,0,81,547
April,Sunday,Delta Airlines,DCA,VA,MSP,MN,1127,0,123,931
April,Sunday,Delta Airlines,DCA,VA,SLC,UT,1006,0,259,1851
April,Sunday,Delta Airlines,DCA,VA,MSP,MN,445,0,116,931
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,836,0,86,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,362,0,61,405
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,354,0,80,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,1124,0,62,405
April,Sunday,Delta Airlines,DCA,VA,ATL,GA,473,0,84,547
April,Sunday,Delta Airlines,DCA,VA,DTW,MI,695,0,60,405
April,Monday,Delta Airlines,DCA,VA,LAX,CA,1050,0,319,2311
April,Monday,Delta Airlines,DCA,VA,ATL,GA,420,0,81,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,995,0,81,547
April,Monday,Delta Airlines,DCA,VA,MSP,MN,1075,0,143,931
April,Monday,Delta Airlines,DCA,VA,ATL,GA,623,0,77,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,1101,0,69,405
April,Monday,Delta Airlines,DCA,VA,MSP,MN,907,0,138,931
April,Monday,Delta Airlines,DCA,VA,SLC,UT,1013,0,265,1851
April,Monday,Delta Airlines,DCA,VA,DTW,MI,353,0,63,405
April,Monday,Delta Airlines,DCA,VA,ATL,GA,713,0,83,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,360,0,81,547
April,Monday,Delta Airlines,DCA,VA,DTW,MI,681,0,62,405
April,Tuesday,Delta Airlines,DCA,VA,LAX,CA,1049,0,321,2311
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,415,0,79,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,1000,0,76,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,874,0,79,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,624,0,77,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,1102,0,69,405
April,Tuesday,Delta Airlines,DCA,VA,JFK,NY,1031,0,44,213
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,904,0,139,931
April,Tuesday,Delta Airlines,DCA,VA,SLC,UT,1011,0,268,1851
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,445,0,136,931
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,354,0,67,405
April,Monday,Delta Airlines,DCA,VA,JFK,NY,1031,0,43,213
April,Monday,Delta Airlines,DCA,VA,MSP,MN,904,0,144,931
April,Monday,Delta Airlines,DCA,VA,SLC,UT,1014,0,276,1851
April,Monday,Delta Airlines,DCA,VA,MSP,MN,444,0,143,931
April,Monday,Delta Airlines,DCA,VA,DTW,MI,1007,0,68,405
April,Monday,Delta Airlines,DCA,VA,ATL,GA,712,0,80,547
April,Monday,Delta Airlines,DCA,VA,ATL,GA,359,0,78,547
April,Tuesday,Delta Airlines,DCA,VA,LAX,CA,1050,0,323,2311
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,419,0,84,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,993,0,79,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,871,0,80,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,625,0,78,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,1104,0,70,405
April,Tuesday,Delta Airlines,DCA,VA,JFK,NY,1027,0,46,213
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,901,0,142,931
April,Tuesday,Delta Airlines,DCA,VA,SLC,UT,1011,0,281,1851
April,Tuesday,Delta Airlines,DCA,VA,MSP,MN,438,0,145,931
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,356,0,69,405
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,708,0,78,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,360,0,77,547
April,Tuesday,Delta Airlines,DCA,VA,ATL,GA,474,0,77,547
April,Tuesday,Delta Airlines,DCA,VA,DTW,MI,681,0,72,405
April,Wednesday,Delta Airlines,DCA,VA,LAX,CA,1048,0,313,2311
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,442,0,79,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,996,0,79,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,1184,0,78,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,869,0,76,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,622,0,75,547
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,1099,0,76,405
April,Wednesday,Delta Airlines,DCA,VA,JFK,NY,1026,0,47,213
April,Wednesday,Delta Airlines,DCA,VA,MSP,MN,903,0,151,931
April,Wednesday,Delta Airlines,DCA,VA,SLC,UT,1011,0,270,1851
April,Wednesday,Delta Airlines,DCA,VA,MSP,MN,443,0,138,931
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,356,0,68,405
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,713,0,77,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,358,0,79,547
April,Wednesday,Delta Airlines,DCA,VA,ATL,GA,481,0,77,547
April,Wednesday,Delta Airlines,DCA,VA,DTW,MI,679,0,70,405
April,Thursday,Delta Airlines,DCA,VA,LAX,CA,1051,0,303,2311
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,418,0,80,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,993,0,82,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,1182,0,84,547
April,Thursday,Delta Airlines,DCA,VA,MSP,MN,1079,0,141,931
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,878,0,79,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,623,0,80,547
April,Thursday,Delta Airlines,DCA,VA,DTW,MI,1101,0,78,405
April,Thursday,Delta Airlines,DCA,VA,JFK,NY,1029,0,47,213
April,Thursday,Delta Airlines,DCA,VA,MSP,MN,903,0,144,931
April,Thursday,Delta Airlines,DCA,VA,SLC,UT,1025,0,261,1851
April,Thursday,Delta Airlines,DCA,VA,MSP,MN,443,0,145,931
April,Thursday,Delta Airlines,DCA,VA,DTW,MI,356,0,67,405
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,712,0,82,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,359,0,78,547
April,Thursday,Delta Airlines,DCA,VA,ATL,GA,481,0,79,547
April,Thursday,Delta Airlines,DCA,VA,DTW,MI,680,0,69,405
April,Friday,Delta Airlines,DCA,VA,LAX,CA,1052,0,297,2311
April,Friday,Delta Airlines,DCA,VA,ATL,GA,423,0,86,547
April,Friday,Delta Airlines,DCA,VA,ATL,GA,995,0,92,547
April,Friday,Delta Airlines,DCA,VA,ATL,GA,1187,0,89,547
April,Thursday,JetBlue Airways,DCA,VA,MCO,FL,497,0,105,759
April,Thursday,JetBlue Airways,DCA,VA,FLL,FL,1022,0,124,899
April,Thursday,JetBlue Airways,DCA,VA,FLL,FL,414,0,123,899
April,Thursday,JetBlue Airways,DCA,VA,RSW,FL,859,0,125,892
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,676,0,66,399
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,560,0,61,399
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,1106,0,65,399
April,Friday,JetBlue Airways,DCA,VA,TPA,FL,1073,0,123,814
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,890,0,57,399
April,Friday,JetBlue Airways,DCA,VA,MCO,FL,474,0,109,759
April,Friday,JetBlue Airways,DCA,VA,FLL,FL,987,0,138,899
April,Friday,JetBlue Airways,DCA,VA,SJU,PR,474,0,194,1554
April,Friday,JetBlue Airways,DCA,VA,FLL,FL,414,0,124,899
April,Friday,JetBlue Airways,DCA,VA,RSW,FL,875,0,133,892
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,694,0,61,399
April,Friday,JetBlue Airways,DCA,VA,MCO,FL,1000,0,112,759
April,Saturday,JetBlue Airways,DCA,VA,BOS,MA,1094,0,67,399
April,Saturday,JetBlue Airways,DCA,VA,MCO,FL,474,0,106,759
April,Saturday,JetBlue Airways,DCA,VA,FLL,FL,991,0,132,899
April,Saturday,JetBlue Airways,DCA,VA,SJU,PR,476,0,194,1554
April,Saturday,JetBlue Airways,DCA,VA,FLL,FL,410,0,123,899
April,Saturday,JetBlue Airways,DCA,VA,RSW,FL,898,0,127,892
April,Saturday,JetBlue Airways,DCA,VA,BOS,MA,676,0,67,399
April,Saturday,JetBlue Airways,DCA,VA,MCO,FL,1041,0,130,759
April,Saturday,JetBlue Airways,DCA,VA,RSW,FL,560,0,128,892
April,Sunday,JetBlue Airways,DCA,VA,BOS,MA,558,0,61,399
April,Sunday,JetBlue Airways,DCA,VA,MCO,FL,473,0,126,759
April,Sunday,JetBlue Airways,DCA,VA,FLL,FL,403,0,131,899
April,Sunday,JetBlue Airways,DCA,VA,BOS,MA,679,0,57,399
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,556,0,61,399
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,1103,0,58,399
April,Monday,JetBlue Airways,DCA,VA,TPA,FL,1069,0,115,814
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,891,0,59,399
April,Monday,JetBlue Airways,DCA,VA,RSW,FL,881,0,116,892
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,683,0,61,399
April,Tuesday,JetBlue Airways,DCA,VA,BOS,MA,1100,0,60,399
April,Tuesday,JetBlue Airways,DCA,VA,MCO,FL,480,0,107,759
April,Tuesday,JetBlue Airways,DCA,VA,SJU,PR,478,0,187,1554
April,Tuesday,JetBlue Airways,DCA,VA,FLL,FL,416,0,123,899
April,Tuesday,JetBlue Airways,DCA,VA,BOS,MA,672,0,60,399
April,Wednesday,JetBlue Airways,DCA,VA,BOS,MA,1100,0,64,399
April,Wednesday,JetBlue Airways,DCA,VA,MCO,FL,474,0,102,759
April,Wednesday,JetBlue Airways,DCA,VA,FLL,FL,409,0,122,899
April,Wednesday,JetBlue Airways,DCA,VA,BOS,MA,665,0,63,399
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,554,0,67,399
April,Thursday,JetBlue Airways,DCA,VA,PBI,FL,861,0,131,857
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,1101,0,60,399
April,Thursday,JetBlue Airways,DCA,VA,TPA,FL,1077,0,124,814
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,890,0,64,399
April,Thursday,JetBlue Airways,DCA,VA,MCO,FL,476,0,117,759
April,Thursday,JetBlue Airways,DCA,VA,FLL,FL,1030,0,134,899
April,Thursday,JetBlue Airways,DCA,VA,FLL,FL,413,0,135,899
April,Thursday,JetBlue Airways,DCA,VA,RSW,FL,866,0,137,892
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,672,0,64,399
April,Thursday,JetBlue Airways,DCA,VA,MCO,FL,999,0,121,759
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,553,0,62,399
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,1105,0,61,399
April,Friday,JetBlue Airways,DCA,VA,TPA,FL,1062,0,134,814
April,Friday,JetBlue Airways,DCA,VA,MCO,FL,479,0,116,759
April,Friday,JetBlue Airways,DCA,VA,FLL,FL,996,0,126,899
April,Friday,JetBlue Airways,DCA,VA,SJU,PR,470,0,187,1554
April,Friday,JetBlue Airways,DCA,VA,FLL,FL,407,0,121,899
April,Friday,JetBlue Airways,DCA,VA,RSW,FL,865,0,122,892
April,Friday,JetBlue Airways,DCA,VA,BOS,MA,683,0,64,399
April,Friday,JetBlue Airways,DCA,VA,MCO,FL,1016,0,111,759
April,Saturday,JetBlue Airways,DCA,VA,BOS,MA,1103,0,65,399
April,Saturday,JetBlue Airways,DCA,VA,MCO,FL,477,0,115,759
April,Saturday,JetBlue Airways,DCA,VA,FLL,FL,977,0,140,899
April,Saturday,JetBlue Airways,DCA,VA,SJU,PR,487,0,194,1554
April,Saturday,JetBlue Airways,DCA,VA,FLL,FL,412,0,124,899
April,Saturday,JetBlue Airways,DCA,VA,BOS,MA,690,0,64,399
April,Saturday,JetBlue Airways,DCA,VA,MCO,FL,1038,0,114,759
April,Sunday,JetBlue Airways,DCA,VA,BOS,MA,560,0,65,399
April,Sunday,JetBlue Airways,DCA,VA,PBI,FL,865,0,138,857
April,Sunday,JetBlue Airways,DCA,VA,TPA,FL,1070,0,148,814
April,Sunday,JetBlue Airways,DCA,VA,BOS,MA,892,0,57,399
April,Sunday,JetBlue Airways,DCA,VA,MCO,FL,467,0,120,759
April,Sunday,JetBlue Airways,DCA,VA,FLL,FL,986,0,141,899
April,Sunday,JetBlue Airways,DCA,VA,FLL,FL,425,0,129,899
April,Sunday,JetBlue Airways,DCA,VA,RSW,FL,870,0,137,892
April,Sunday,JetBlue Airways,DCA,VA,BOS,MA,675,0,66,399
April,Sunday,JetBlue Airways,DCA,VA,MCO,FL,993,0,124,759
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,560,0,63,399
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,1110,0,65,399
April,Monday,JetBlue Airways,DCA,VA,TPA,FL,1066,0,122,814
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,892,0,63,399
April,Monday,JetBlue Airways,DCA,VA,MCO,FL,478,0,115,759
April,Monday,JetBlue Airways,DCA,VA,FLL,FL,993,0,137,899
April,Monday,JetBlue Airways,DCA,VA,SJU,PR,470,0,193,1554
April,Monday,JetBlue Airways,DCA,VA,FLL,FL,416,0,146,899
April,Monday,JetBlue Airways,DCA,VA,BOS,MA,679,0,64,399
April,Monday,JetBlue Airways,DCA,VA,MCO,FL,997,0,116,759
April,Tuesday,JetBlue Airways,DCA,VA,BOS,MA,1101,0,66,399
April,Tuesday,JetBlue Airways,DCA,VA,MCO,FL,475,0,125,759
April,Tuesday,JetBlue Airways,DCA,VA,SJU,PR,475,0,180,1554
April,Tuesday,JetBlue Airways,DCA,VA,FLL,FL,406,0,134,899
April,Tuesday,JetBlue Airways,DCA,VA,BOS,MA,676,0,63,399
April,Wednesday,JetBlue Airways,DCA,VA,BOS,MA,1090,0,67,399
April,Wednesday,JetBlue Airways,DCA,VA,MCO,FL,472,0,120,759
April,Wednesday,JetBlue Airways,DCA,VA,FLL,FL,410,0,136,899
April,Wednesday,JetBlue Airways,DCA,VA,BOS,MA,682,0,66,399
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,569,0,63,399
April,Thursday,JetBlue Airways,DCA,VA,PBI,FL,863,0,132,857
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,1102,0,65,399
April,Thursday,JetBlue Airways,DCA,VA,TPA,FL,1074,0,117,814
April,Thursday,JetBlue Airways,DCA,VA,BOS,MA,895,0,66,399
